taxid	D	P	C	O	F	G	S	family0	family1	family2	family3	family4	family5	family6	family7	family8	D9
1861840	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Tettorquevirus	Tettorquevirus felid6	100	0	100	0	0	0	100	0	100	100
1868844	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Sciuriunavirus	Sciuriunavirus SscM1	0	0	0	100	0	0	0	0	100	0
1870991	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Massilioclostridium	Massilioclostridium coli	300	300	300	300	300	300	300	300	300	200
1870995	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum timonense	200	200	100	200	100	200	200	200	200	200
1871002	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus timonensis	0	0	100	0	0	0	0	0	0	100
187101	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	Sneathia vaginalis	300	500	300	300	300	500	500	500	300	500
1871012	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mobilibacterium	Mobilibacterium timonense	200	500	500	400	200	400	400	300	200	300
1871013	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides timonensis	200	0	100	200	0	0	0	0	200	0
1871016	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella phocaeensis	0	0	0	0	0	0	0	200	0	0
1871018	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Angelakisella	Angelakisella massiliensis	0	100	0	100	100	100	100	100	0	100
1871022	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella massiliensis	200	200	200	100	200	200	200	200	100	200
1871029	Bacteria	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Intestinibacillus	Intestinibacillus massiliensis	300	300	300	300	300	400	300	300	300	300
1871030	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter massiliensis	100	0	100	100	100	100	100	100	0	100
1871314	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Kafavirus	Kafavirus SWcelC56	0	0	0	0	0	0	0	0	0	100
1873954	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Pseudotevenvirus	Pseudotevenvirus lee	0	0	0	100	0	100	0	100	0	0
1873959	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Phimunavirus	Phimunavirus PP90	0	0	0	0	100	0	0	0	0	0
1874000	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Salasmaviridae	Claudivirus	Claudivirus aurora	0	0	100	100	0	0	100	100	100	100
187979	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella jalaludinii	200	200	200	300	200	200	200	200	200	200
1881231	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Pariacacavirus	Pariacacavirus 1238A	0	0	0	0	100	100	100	100	100	0
1881262	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Canoevirus	Canoevirus canoe	0	0	0	0	0	0	0	100	0	0
1881263	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Cyclitvirus	Cyclitvirus cyclit	0	0	0	0	0	0	100	0	0	0
1881383	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Dorisvirus	Dorisvirus 49B3	0	100	0	0	100	0	0	100	0	100
1885928	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alefpapillomavirus	Alefpapillomavirus 1	0	100	0	0	0	0	0	0	0	0
1887650	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Gorjumvirus	Gorjumvirus jumbo	0	100	0	0	0	0	0	0	0	0
1887657	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zierdtviridae	unclassified Zierdtviridae genus	Rhodococcus phage ChewyVIII	200	100	100	100	100	200	200	200	200	100
188913	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Cetobacterium somerae	500	500	500	500	200	500	500	200	200	500
189381	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea marisflavi	200	100	100	100	100	100	100	100	100	100
1897436	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Playavirus	Playavirus SMHB1	0	0	0	0	0	100	100	100	0	0
1897640	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Abaiavirus	Abaiavirus POA1180	0	0	0	0	0	0	100	0	0	0
1903261	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Mailhella massiliensis	400	400	300	300	200	400	300	200	400	200
1903263	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Traorella	Traorella massiliensis	100	100	0	100	0	0	0	0	100	100
1903318	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Primate norovirus	0	100	100	100	0	0	0	0	100	0
1907787	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Picobirnavirus	Picobirnavirus sp.	300	300	300	300	300	300	300	300	300	200
190976	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter woesei	200	200	300	200	200	200	200	200	200	200
1912759	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Treiskappapapillomavirus	Treiskappapapillomavirus 1	0	0	100	0	0	0	100	0	100	0
1912855	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas umbilicata	0	100	0	0	0	100	0	0	0	100
1913083	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Aliceevansviridae	Vansinderenvirus	Vansinderenvirus CHPC1232	200	200	200	300	200	200	300	200	300	300
1913114	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Sashavirus	Sashavirus sasha	0	0	0	0	100	0	0	0	0	0
1913371	Eukaryota	Microsporidia	unclassified Microsporidia class	unclassified Microsporidia order	unclassified Microsporidia family	Nematocida	Nematocida ausubeli	500	500	500	500	500	500	500	500	500	500
1914568	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Potamipivirus	Potamipivirus A	0	0	0	0	0	0	0	0	100	100
1916107	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Catalunyavirus	Catalunyavirus C5a	0	0	0	0	100	0	100	0	0	0
1916123	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Mesyanzhinovviridae	Vojvodinavirus	Bordetella virus CN1	200	100	100	100	100	100	100	100	200	100
1916414	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Chaseviridae	Suwonvirus	Suwonvirus PP101	200	100	100	100	100	100	200	200	100	100
1917873	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pygmaiobacter	Pygmaiobacter massiliensis	100	100	0	100	100	100	0	0	100	0
1917880	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Nissabacter	Nissabacter archeti	400	400	400	400	300	400	400	300	300	300
1920114	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia sp. LSNIH1	0	0	100	100	100	100	100	100	100	0
1924944	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp.	0	100	300	200	100	0	100	100	300	100
1926594	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Schiekvirus	Schiekvirus EFP01	0	0	0	0	0	0	100	100	0	100
1927014	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Pektosvirus	Pektosvirus PP81	0	0	0	0	0	0	0	100	100	0
1933412	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Rtpvirus	Rtpvirus IME253	0	0	100	0	100	0	100	0	100	100
1944646	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Phoenicibacter	Phoenicibacter congonensis	100	100	100	100	100	100	200	200	100	100
1949201	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Minovirus	Minovirus A	100	100	100	100	100	100	100	100	100	100
1958907	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Rountreeviridae	Andhravirus	Andhravirus andhra	200	100	100	100	200	200	100	200	200	200
1958917	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Cbunavirus	Cbunavirus CB1	100	0	0	100	0	0	100	100	100	0
1960657	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Reginaelenavirus	Reginaelenavirus rv3LV2017	0	100	0	0	0	0	100	0	0	0
1960658	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Elveevirus	Elveevirus 4LV2017	0	0	100	0	100	0	0	0	100	0
1961162	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Picobirnavirus	Picobirnavirus dog/KNA/2015	0	0	0	100	0	100	0	0	100	0
1964565	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Sessunavirus	Sessunavirus SESS1	100	100	0	0	0	0	100	0	0	0
1965018	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human PoSCV5-like circular virus	200	200	200	200	200	200	200	200	200	200
1965363	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Tegunavirus	Tegunavirus fheyen901	0	0	100	100	100	0	0	0	0	100
1965485	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Vicoquintavirus	Vicoquintavirus Pvco5	0	0	0	0	100	0	100	100	100	0
1965570	Bacteria	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus sp. An172	200	400	400	300	300	300	200	300	300	300
1965649	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas sp. An62	0	0	0	0	0	0	0	100	0	0
1973454	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Skatevirus	Skatevirus LPST10	0	0	0	0	0	0	100	0	0	0
197771	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Etapapillomavirus	Etapapillomavirus 1	0	0	100	0	0	0	0	0	0	0
1979540	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Xylivirus	Xylivirus Xf109	0	0	0	0	100	0	0	0	0	0
1981931	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Salasmaviridae	Harambevirus	Harambevirus harambe	100	100	100	100	0	100	100	100	100	100
1982628	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Faecalibacillus	Faecalibacillus faecis	200	200	200	200	200	200	200	200	200	200
1983553	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Sasquatchvirus	Sasquatchvirus Y3	0	100	0	0	0	0	0	0	0	0
1983555	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Phobosvirus	Phobosvirus PspYZU01	0	0	100	0	0	100	100	0	0	0
1983556	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Jiangsuvirus	Jiangsuvirus pspyzu05	0	0	0	100	0	0	100	0	0	0
1983557	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Pijolavirus	Pijolavirus PspYZU08	0	0	0	0	100	0	0	0	100	0
1983572	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Shandvirus	Shandvirus sh35	0	100	100	100	0	0	100	0	100	100
1983595	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Demerecviridae	Jesfedecavirus	Jesfedecavirus JSF12	100	200	200	200	100	100	100	200	100	200
1983784	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Kalppathivirus	Kalppathivirus P26059B	0	0	100	0	0	100	0	0	0	0
1987580	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus columbae	400	300	300	300	300	400	300	300	300	300
2005048	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Chaseviridae	Carltongylesvirus	Carltongylesvirus ST32	100	100	100	100	100	200	100	200	100	100
2010248	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Chitorquevirus	Chitorquevirus indri1	100	100	0	0	100	100	0	100	0	0
2011081	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Primolicivirus	Primolicivirus Pf1	0	0	0	0	100	100	0	0	0	100
2011087	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Psecadovirus	Psecadovirus PSH1	0	100	100	100	100	0	0	100	0	0
2015817	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Amginevirus	Amginevirus amgine	0	0	0	0	100	0	0	0	0	0
2015851	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Poushouvirus	Poushouvirus Poushou	0	0	0	100	0	0	0	0	0	0
2015901	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilicoli	Massilicoli timonensis	100	100	100	0	0	100	100	100	100	0
2016447	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Ailurivirus	Ailurivirus agiapa	0	0	0	0	0	0	100	0	0	0
2016453	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyonupapillomavirus	Dyonupapillomavirus 1	0	0	0	0	0	100	0	0	0	0
2016454	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Omegapapillomavirus	Omegapapillomavirus 1	0	0	0	100	0	0	0	100	0	100
2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	200	200	200	200	200	200	200	200	200	200
2022662	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Superficieibacter	Superficieibacter electus	0	0	0	0	0	100	0	0	100	100
2022783	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Bossavirus	Bossavirus delphinidgamma1	0	0	0	100	0	0	0	100	100	100
2022859	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Murciavirus	Murciavirus CB5A	0	100	0	0	0	0	0	0	0	0
2023959	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Stanwilliamsviridae	Samistivirus	Samistivirus mildred21	0	0	100	0	100	0	100	0	0	0
2024261	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Atuphduovirus	Atuphduovirus atuph02	100	0	0	0	0	0	0	100	0	0
2024263	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Pootjesviridae	Rollinsvirus	Rollinsvirus ph04	300	200	200	300	300	200	200	300	300	200
2024265	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Roslyckyvirus	Roslyckyvirus ph08	0	0	0	0	0	0	0	0	100	0
2024312	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Kagunavirus	Salmonella phage St162	0	0	0	0	0	0	0	0	0	100
2025884	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter kilianii	400	400	400	400	400	300	300	300	100	400
2026082	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Tulanevirus	Tulanevirus asgz	100	0	100	0	0	0	0	100	100	0
2026102	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Seodaemunguvirus	Seodaemunguvirus YMC16-01N133	100	0	100	0	0	0	100	0	100	0
2026130	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Warwickvirus	Warwickvirus wv95	100	0	0	100	100	0	0	100	100	0
2035399	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	unclassified Orthoherpesviridae genus	Eptesicus fuscus gammaherpesvirus	0	100	100	100	100	100	100	100	100	0
2038728	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Cyclovirus humana	200	200	200	200	200	200	200	200	200	200
2040291	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea phocaeensis	0	0	0	100	0	0	100	100	0	100
2041210	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Elpedvirus	Elpedvirus LpeD	0	100	0	0	0	100	0	0	0	100
2041211	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Sortsnevirus	Sortsnevirus IME279	0	0	0	0	0	0	100	0	0	0
2041344	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Vilmaviridae	Kumaovirus	Kumaovirus kumao	200	400	300	200	200	200	200	300	200	300
2041347	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Justusliebigvirus	Justusliebigvirus PHB05	0	0	0	0	0	100	0	0	0	0
2041511	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zierdtviridae	Kablunavirus	Kablunavirus kabluna	100	100	100	200	200	100	100	100	100	200
2041515	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zierdtviridae	Skysandvirus	Skysandvirus patio	200	100	200	100	100	100	200	200	200	200
204516	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis	300	0	100	400	400	300	400	100	400	400
2048008	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Demerecviridae	Novosibvirus	Novosibvirus PM135	100	100	200	200	100	100	100	200	100	100
2048061	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Loudonvirus	Loudonvirus DTL	100	100	0	0	0	0	100	0	100	100
2048978	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Tabernariusvirus	Tabernariusvirus tabernarius	0	0	0	0	0	0	0	0	0	100
2048979	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Uliginvirus	Uliginvirus uligo	0	0	100	0	0	0	0	0	100	0
2051	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii	200	200	0	200	200	200	100	0	0	200
2058161	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Tremovirus	Tremovirus B	100	0	0	0	0	0	0	0	0	0
2058292	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Aedoeadaptatus	Aedoeadaptatus coli	100	200	200	200	200	200	200	100	100	200
2059318	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma mississippiense (nom. inval.)	500	500	500	500	500	500	500	500	500	500
2059850	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Harbinvirus	Harbinvirus Lpa804	0	100	0	0	100	0	0	100	100	0
2059867	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Grimontviridae	Dalianvirus	Dalianvirus R1	500	500	500	500	500	500	500	500	500	500
2059879	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Trungvirus	Trungvirus VEN	0	0	0	0	0	100	0	0	0	0
2060091	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Higashivirus	Higashivirus RsoP1IDN	100	0	0	0	100	0	0	0	0	0
2065044	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gammatorquevirus	Gammatorquevirus homidi3	0	0	0	100	100	100	0	0	100	0
2065211	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Passerivirus	Passerivirus sp.	100	0	100	0	0	0	0	0	0	0
2070057	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Aphroditevirus	Aphroditevirus aphrodite1	0	0	100	0	0	0	0	0	0	0
2070180	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Eclunavirus	Eclunavirus EcL1	100	100	100	100	0	0	100	0	0	100
2070186	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Taranisvirus	Taranisvirus taranis	0	0	0	0	100	0	0	0	0	0
2070187	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Toutatisvirus	Toutatisvirus toutatis	0	0	100	0	0	0	0	0	0	0
2070198	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Eracentumvirus	Eracentumvirus S2	0	0	0	0	100	0	0	0	0	0
2070686	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Enteroscipio	Enteroscipio rubneri	100	100	200	200	100	200	100	200	200	200
2070688	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Rubneribacter	Rubneribacter badeniensis	100	200	100	100	100	100	100	100	100	200
2072797	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Carmenvirus	Carmenvirus carmen17	0	0	0	0	0	0	0	100	0	0
2077135	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Brujitavirus	Brujitavirus HC	0	0	0	0	100	0	0	0	0	0
2079289	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Littlefixvirus	Littlefixvirus littlefix	100	0	0	0	0	0	100	0	0	100
2079290	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Pollyceevirus	Pollyceevirus pollyC	0	0	100	0	0	0	0	0	0	0
2079340	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Yonseivirus	Yonseivirus N137	0	0	0	100	0	0	0	0	0	0
2079426	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Stanwilliamsviridae	Wilnyevirus	Wilnyevirus billnye	100	100	100	100	100	100	100	100	100	100
2081603	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Panjvirus	Panjvirus Spp16	0	0	0	0	0	0	0	100	0	100
2086583	Bacteria	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Pseudoruminococcus	Pseudoruminococcus massiliensis	400	200	200	200	300	300	400	200	300	300
2093857	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis	100	0	100	0	100	0	100	100	100	100
209880	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Allisonella	Allisonella histaminiformans	100	200	200	100	100	100	100	100	200	100
2100130	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Makelovirus	Makelovirus prm1	100	0	0	100	100	100	100	0	100	100
2108137	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Karamvirus	Karamvirus mypsh1140	100	100	0	0	100	100	100	0	0	100
2115967	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Kelquatrovirus	Kelquatrovirus KL4	0	0	0	100	0	0	0	0	0	0
2116180	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Caecilivirus	Caecilivirus A	0	0	0	0	0	0	0	100	0	0
2116187	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rafivirus	Rafivirus B	0	0	100	100	0	100	0	100	100	100
2116188	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Hemipivirus	Hemipivirus A	100	0	0	0	0	100	0	0	0	0
2116189	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Fipivirus	Fipivirus E	0	0	100	0	0	100	0	0	0	0
2116206	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rajidapivirus	Rajidapivirus A	0	100	0	0	0	100	0	100	0	0
2116207	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Symapivirus	Symapivirus A	0	0	0	0	0	0	0	0	100	0
2126724	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Baoshanvirus	Baoshanvirus BS2	100	100	100	0	0	0	100	100	100	0
2126925	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Orlajensenviridae	Bonaevitaevirus	Bonaevitaevirus bonaevitae	400	400	400	300	300	400	300	300	300	400
2126933	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Orlajensenviridae	Paopuvirus	Paopuvirus paopu	300	300	300	300	400	300	300	400	300	300
2138298	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Demerecviridae	Shenzhenvirus	Shenzhenvirus AhSzq1	200	100	100	100	100	100	100	100	200	200
214482	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata	0	0	0	0	0	300	0	0	400	0
214851	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum variabile	100	100	100	0	0	0	0	100	0	100
214853	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis	500	500	0	0	0	500	500	500	0	500
2161821	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister massiliensis	200	200	200	100	100	100	200	200	100	100
2163631	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Ningirsuvirus	Ningirsuvirus ninurta	0	0	100	0	0	0	0	0	0	100
2163634	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Jarilovirus	Jarilovirus jarilo	0	0	0	0	0	0	100	0	0	0
2169853	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Crohivirus	Crohivirus A	0	100	0	0	100	0	0	0	100	0
