taxid	D	P	C	O	F	G	S	5reads-tr_0	5reads-tr_1	5reads-tr_2	5reads-tr_3	5reads-tr_4	5reads-tr_5	5reads-tr_6	5reads-tr_7	5reads-tr_8	5reads-tr_9	10reads-tr_0	10reads-tr_1	10reads-tr_2	10reads-tr_3	10reads-tr_4	10reads-tr_5	10reads-tr_6	10reads-tr_7	10reads-tr_8	10reads-tr_9	100reads-tr_0	100reads-tr_1	100reads-tr_2	100reads-tr_3	100reads-tr_4	100reads-tr_5	100reads-tr_6	100reads-tr_7	100reads-tr_8	100reads-tr_9
2508949	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Candidatus Borkfalkia	Candidatus Borkfalkia ceftriaxoniphila	0	0	0	5	5	0	5	5	0	0	0	0	0	10	10	0	10	10	0	0	0	0	0	100	100	0	100	100	0	0
2509240	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia faecicola	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0
2509433	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	Senegalimassilia faecalis	25	35	10	5	5	10	10	5	20	25	50	70	20	10	10	20	20	10	40	50	500	700	200	100	100	200	200	100	400	500
2509729	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Pootjesviridae	Trinifflemingvirus	Trinifflemingvirus I19	0	0	0	5	0	5	0	5	5	0	0	0	0	10	0	10	0	10	10	0	0	0	0	100	0	100	0	100	100	0
2509787	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Pootjesviridae	Trinifflemingvirus	Trinifflemingvirus Y68	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
2510452	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Fibralongavirus	Fibralongavirus QT1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
2510494	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Pseudoalteromonas phage C7	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
2510495	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Sonalivirus	Sonalivirus sonali	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2510506	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zierdtviridae	Sukkupivirus	Sukkupivirus idyn	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
2510508	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Dexdertvirus	Dexdertvirus tiamoceli	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2510525	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Janusvirus	Janusvirus janus	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2516960	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides muris (ex Afrizal et al. 2022)	5	5	20	5	0	10	10	5	10	15	10	10	40	10	0	20	20	10	20	30	100	100	400	100	0	200	200	100	200	300
2517927	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Jujuvirus	Jujuvirus walrus	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
2517961	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Backyardiganvirus	Backyardiganvirus miramae	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
2518605	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella hominis	5	15	25	50	20	25	15	30	10	15	10	30	50	100	40	50	30	60	20	30	100	300	500	1000	400	500	300	600	200	300
2518971	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella dubosii	10	15	5	5	25	20	15	15	15	25	20	30	10	10	50	40	30	30	30	50	200	300	100	100	500	400	300	300	300	500
2529381	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter wuhouensis	0	15	0	15	5	5	5	0	5	10	0	30	0	30	10	10	10	0	10	20	0	300	0	300	100	100	100	0	100	200
2530024	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Latrobevirus	Latrobevirus FNU1	0	0	0	5	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	10	0	0	0	100	0	0	0	0	0	100
2530027	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Derbicusvirus	Derbicusvirus derbicus	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0
2530028	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Jedunavirus	Klebsiella phage vB_KpnM_FZ14	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
2530029	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Webervirus	Webervirus FZ10	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
2530032	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Sarumanvirus	Sarumanvirus bcepsaruman	0	0	5	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	10	0	0	100	0	0	0	0	0	0	100
2530033	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Sarumanvirus	Sarumanvirus bcepsauron	0	5	5	0	0	0	5	5	5	0	0	10	10	0	0	0	10	10	10	0	0	100	100	0	0	0	100	100	100	0
2530114	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Lophivirus	Lophivirus Cf2	20	30	25	30	20	20	30	10	20	30	40	60	50	60	40	40	60	20	40	60	400	600	500	600	400	400	600	200	400	600
2530118	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Metamorphoovirus	Metamorphoovirus fireman	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
2530161	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Salmonella phage vB_SenS_SE1	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
2530172	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Lanavirus	Lanavirus lana	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100	0	0	0	0	0
2530183	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Bucovirus	Bucovirus buco	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
2530390	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum gordoncarteri	10	10	25	10	20	10	20	15	15	15	20	20	50	20	40	20	40	30	30	30	200	200	500	200	400	200	400	300	300	300
253628	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava	5	5	0	0	10	5	5	5	10	0	10	10	0	0	20	10	10	10	20	0	100	100	0	0	200	100	100	100	200	0
253813	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Phyllobacterium	uncultured Phyllobacterium sp.	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0
2546350	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter arsenatis	0	0	0	5	10	5	5	0	5	0	0	0	0	10	20	10	10	0	10	0	0	0	0	100	200	100	100	0	100	0
2546626	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Rountreeviridae	Copernicusvirus	Copernicusvirus Efmus4	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
2547425	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Shirahamavirus	Shirahamavirus PTm1	0	0	5	0	5	0	0	5	5	0	0	0	10	0	10	0	0	10	10	0	0	0	100	0	100	0	0	100	100	0
2547963	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Gyrovirus myferr1	15	10	10	10	10	5	5	15	10	10	30	20	20	20	20	10	10	30	20	20	300	200	200	200	200	100	100	300	200	200
2548455	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cuniculi	20	20	5	5	5	10	5	5	15	5	40	40	10	10	10	20	10	10	30	10	400	400	100	100	100	200	100	100	300	100
255431	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Klebsiella phage phiKO2	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
2557555	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Phietavirus	Phietavirus sebago	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
2559925	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus dongliensis	5	0	0	5	0	0	5	5	0	0	10	0	0	10	0	0	10	10	0	0	100	0	0	100	0	0	100	100	0	0
2560568	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus macacinebeta9	5	10	10	15	10	5	10	10	10	30	10	20	20	30	20	10	20	20	20	60	100	200	200	300	200	100	200	200	200	600
2560777	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Mardivirus	Mardivirus spheniscidalpha1	10	5	5	20	15	5	5	5	10	10	20	10	10	40	30	10	10	10	20	20	200	100	100	400	300	100	100	100	200	200
2560801	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Scutavirus	Scutavirus testudinidalpha3	20	25	20	25	5	5	25	10	30	0	40	50	40	50	10	10	50	20	60	0	400	500	400	500	100	100	500	200	600	0
2562138	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Berlinvirus	Berlinvirus A7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2562235	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Bonnellvirus	Bonnellvirus lidtsur	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100	0	0	0	0	0
2562636	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Pbunavirus	Pbunavirus R26	0	0	0	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100	0	0	0
2563826	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	unclassified Picornaviridae genus	Cyprivirus A	0	10	0	5	10	0	5	0	10	10	0	20	0	10	20	0	10	0	20	20	0	200	0	100	200	0	100	0	200	200
2564099	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus bovis	0	0	10	0	5	5	5	0	0	0	0	0	20	0	10	10	10	0	0	0	0	0	200	0	100	100	100	0	0	0
2565502	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Deseoctovirus	Deseoctovirus DS8	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
2571082	Viruses	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	125	135	155	155	140	125	150	155	115	160	250	270	310	310	280	250	300	310	230	320	2500	2700	3100	3100	2800	2500	3000	3100	2300	3200
2571250	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Gordonia phage Reyja	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0
2572526	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Fairfaxidumvirus	Fairfaxidumvirus fairfaxidum	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0
2572533	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Fishburnevirus	Fishburnevirus firstplacepfu	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
2575323	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Changchunvirus	Changchunvirus W011D	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0
2575328	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Loughboroughvirus	Salmonella phage SE4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
2576484	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Peduovirus	Peduovirus pv12474III	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
257758	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae	0	0	10	0	0	0	0	0	5	0	0	0	20	0	0	0	0	0	10	0	0	0	200	0	0	0	0	0	100	0
2579707	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Etatorquevirus	Etatorquevirus felid3	5	10	15	10	0	5	15	10	10	10	10	20	30	20	0	10	30	20	20	20	100	200	300	200	0	100	300	200	200	200
2580406	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Webervirus	Webervirus sin4	0	0	0	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100	0	0
2583452	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacterium	Amedibacterium intestinale	0	5	0	0	10	5	5	0	0	0	0	10	0	0	20	10	10	0	0	0	0	100	0	0	200	100	100	0	0	0
2584487	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Ackermannviridae	Vapseptimavirus	Vapseptimavirus VAP7	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	20	0	10	0	0	0	0	0	0	0	200	0	100	0
2584498	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Cheoctovirus	Cheoctovirus polka14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
2584944	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella faecalis	5	20	10	25	0	10	15	15	0	10	10	40	20	50	0	20	30	30	0	20	100	400	200	500	0	200	300	300	0	200
2585117	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100	0	0
2585118	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes communis	0	0	0	5	0	0	5	5	5	5	0	0	0	10	0	0	10	10	10	10	0	0	0	100	0	0	100	100	100	100
2585119	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes dispar	0	0	5	10	15	0	10	5	0	5	0	0	10	20	30	0	20	10	0	10	0	0	100	200	300	0	200	100	0	100
2585737	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Warwickvirus	Warwickvirus SLUR29	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2588093	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Dibbivirus	Dibbivirus AAM37	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2588094	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Dibbivirus	Dibbivirus PSKM	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
2588096	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Iggyvirus	Iggyvirus PBPA162	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
2588097	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Plateaulakevirus	Plateaulakevirus pv2L372D	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	10	0	20	0	0	0	0	0	0	0	100	0	200	0	0
2588098	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Kunmingvirus	Kunmingvirus kv2D05	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
2588492	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Wizardvirus	Wizardvirus nubi	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
2588505	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zierdtviridae	Skysandvirus	Skysandvirus lollipop1437	0	0	0	0	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0	0
2588512	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Mycobacterium phage LilSpotty	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
2588515	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Plateaulakevirus	Plateaulakevirus pv2L372X	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
2588520	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Plateaulakevirus	Plateaulakevirus pv4L372XY	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
2589652	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Henuseptimavirus	Henuseptimavirus henu7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
2590929	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Jujuvirus	Jujuvirus juju	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2590931	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ponsvirus	Ponsvirus mayweather	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
2591025	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ludhianavirus	Ludhianavirus LAh10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2591030	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Lahexavirus	Lahexavirus LAh6	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100
2591032	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Lahexavirus	Lahexavirus LAh8	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	0
2591033	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Lahexavirus	Lahexavirus LAh9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
2591057	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Warwickvirus	Warwickvirus JK16	0	0	0	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100	0	0
2591069	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Mudcatvirus	Mudcatvirus xenomorph	0	0	0	5	0	5	5	0	0	0	0	0	0	10	0	10	10	0	0	0	0	0	0	100	0	100	100	0	0	0
2591209	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Beenievirus	Beenievirus sekhmet	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2591369	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Webervirus	Webervirus domnhall	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
2591370	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Webervirus	Webervirus alina	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
2591371	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Webervirus	Webervirus call	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
2591379	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Bacillus phage vB_BspS_SplendidRed	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
2591407	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Changchunvirus	Changchunvirus PHB17	0	0	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0	0	0
2591411	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Agmunavirus	Agmunavirus AGM1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
2592193	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Iggyvirus	Iggyvirus iggy	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
2592195	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Demerecviridae	Tequintavirus	Tequintavirus SE11	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
2592196	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Ackermannviridae	Kuttervirus	Kuttervirus SE14	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0
2592216	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Jerseyvirus	Salmonella phage SS5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
2592220	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Ackermannviridae	Kuttervirus	Kuttervirus SS9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
2592615	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Aphroditevirus	Aphroditevirus USC1	5	5	0	0	0	0	5	0	0	0	10	10	0	0	0	0	10	0	0	0	100	100	0	0	0	0	100	0	0	0
2592659	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Cheoctovirus	Cheoctovirus doug	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
259315	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	uncultured Faecalibacterium sp.	0	0	5	0	5	5	0	5	0	0	0	0	10	0	10	10	0	10	0	0	0	0	100	0	100	100	0	100	0	0
2593268	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Gwanakrovirus	Gwanakrovirus SNUABM08	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
2593324	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Chaseviridae	Carltongylesvirus	Escherichia phage vB_EcoM_Bp10	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0
2593333	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Vibakivirus	Vibakivirus vibaki	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
2593350	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Pipefishvirus	Pipefishvirus obutu	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
2597325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Rhadinovirus	Rhadinovirus colobinegamma1	5	10	5	10	10	10	10	5	10	15	10	20	10	20	20	20	20	10	20	30	100	200	100	200	200	200	200	100	200	300
